10 10 0 0 1
10.5 10 0.0664124 0 1
10.9989 10.0332 0.132825 0.00414773 1
11.4945 10.0994 0.199237 0.0121679 1
11.9846 10.1984 0.26565 0.0237916 1
12.4671 10.3296 0.303214 0.0387608 1
12.9443 10.4789 0.340778 0.0550972 1
13.4155 10.646 0.378342 0.0727104 1
13.8801 10.8307 0.415907 0.0915164 1
14.3375 11.0327 0.415907 0.111437 1
14.7949 11.2347 0.415907 0.130174 1
15.2523 11.4368 0.415907 0.14779 1
15.7096 11.6388 0.415907 0.164347 1
16.167 11.8408 0.51479 0.179904 1
16.6022 12.0869 0.613674 0.200446 1
17.011 12.3749 0.712557 0.225544 1
17.3893 12.7018 0.811441 0.254793 1
17.7336 13.0644 0.924871 0.287814 1
18.0345 13.4637 1.0383 0.324991 1
18.2884 13.8945 1.15173 0.365888 1
18.4918 14.3512 1.26516 0.410102 1
18.6423 14.828 1.37859 0.457265 1
18.7378 15.3188 1.49202 0.50704 1
18.7771 15.8173 1.60545 0.559119 1
18.7598 16.317 1.71888 0.613219 1
18.686 16.8115 1.83232 0.669079 1
18.5568 17.2945 1.94575 0.72646 1
18.3736 17.7597 2.05918 0.785138 1
18.139 18.2013 2.17261 0.844906 1
17.856 18.6135 2.28604 0.905568 1
17.5281 18.9909 2.39947 0.96694 1
17.1596 19.3288 2.5129 1.02884 1
16.7552 19.6229 2.62633 1.09111 1
16.3201 19.8693 2.73976 1.15357 1
15.8599 20.0648 2.85319 1.21606 1
15.3806 20.207 2.96662 1.27842 1
14.8882 20.2941 3.08005 1.34049 1
14.3891 20.3248 -3.0897 1.40211 1
13.8898 20.2989 -2.97627 1.46309 1
13.3966 20.2166 -2.86284 1.52328 1
12.9159 20.079 -2.74941 1.58248 1
12.4539 19.8879 -2.63598 1.64051 1
12.0165 19.6457 -2.52255 1.69716 1
11.6092 19.3556 -2.40912 1.75223 1
11.2375 19.0213 -2.29568 1.80548 1
10.9059 18.647 -2.18225 1.85666 1
10.6189 18.2376 -2.06882 1.90552 1
10.3801 17.7983 -1.95539 1.95175 1
10.1925 17.3348 -1.84196 1.99506 1
10.0586 16.8531 -1.90238 2.03511 1
9.89578 16.3803 -1.9628 2.07976 1
9.70476 15.9183 -2.02322 2.12876 1
9.48619 15.4686 -2.08363 2.1817 1
9.24086 15.0329 -2.15618 2.23806 1
8.9646 14.6161 -2.22873 2.29742 1
8.65886 14.2205 -2.30128 2.35884 1
8.32524 13.8481 -2.37383 2.42125 1
7.96551 13.5008 -2.38973 2.48354 1
7.6003 13.1593 -2.40563 2.54523 1
7.22971 12.8237 -2.42152 2.60596 1
6.85383 12.494 -2.43742 2.66539 1
6.47276 12.1703 -2.46405 2.72318 1
6.0832 11.8568 -2.49068 2.77877 1
5.68543 11.5539 -2.51731 2.83182 1
5.27974 11.2616 -2.54394 2.88207 1
4.86641 10.9802 -2.45194 2.92932 1
4.48068 10.6621 -2.35995 2.97835 1
4.1258 10.3099 -2.26796 3.02901 1
3.80478 9.92656 -2.17597 3.08113 1
3.52032 9.51536 -2.08398 3.13458 1
3.27485 9.07976 -1.99199 -3.09393 1
3.07042 8.62346 -1.9 -3.03818 1
2.90878 8.15031 -1.80801 -2.98144 1
2.79128 7.66431 -1.77594 -2.92381 1
2.68943 7.1748 -1.74388 -2.86681 1
2.60332 6.68227 -1.71181 -2.81048 1
2.53305 6.18723 -1.67974 -2.75481 1
2.47868 5.6902 -1.76506 -2.69984 1
2.38216 5.1996 -1.85038 -2.64956 1
2.24418 4.71902 -1.9357 -2.60476 1
2.06575 4.25194 -2.02102 -2.56599 1
1.84816 3.80176 -2.05309 -2.5336 1
1.61626 3.3588 -2.08515 -2.50471 1
1.37027 2.92349 -2.11722 -2.47925 1
1.11045 2.4963 -2.14928 -2.45711 1
0.837075 2.07765 -2.06396 -2.43817 1
0.600365 1.63723 -1.97864 -2.41533 1
0.402048 1.17824 -1.89333 -2.38889 1
0.243564 0.704025 -1.80801 -2.35917 1
0.126069 0.218027 -1.72269 -2.32644 1
0.0504147 -0.276217 -1.63737 -2.29096 1
0.0171535 -0.775109 -1.55205 -2.25296 1
0.0265267 -1.27502 -1.46673 -2.21265 1
-0.0254128 -0.777726 -1.38141 -2.25507 0
-0.119541 -0.286666 -1.29609 -2.30298 0
-0.255172 0.194586 -1.21077 -2.35581 0
-0.431321 0.66253 -1.12545 -2.41273 0
-0.646705 1.11376 -1.12545 -2.41273 0
-0.862089 1.56499 -1.12545 -2.47273 0
-1.07747 2.01622 -1.12545 -2.53368 0
-1.29286 2.46746 -1.12545 -2.59535 0
-1.50824 2.91869 -1.12545 -2.65753 0
-1.72363 3.36992 -1.12545 -2.71999 0
-1.93901 3.82115 -1.12545 -2.78247 0
-2.15439 4.27238 -1.12545 -2.84474 0
-2.36978 4.72361 -1.12545 -2.90655 0
-2.58516 5.17484 -1.12545 -2.96767 0
-2.80055 5.62607 -1.12545 -3.02789 0
-3.01593 6.07731 -1.12545 -3.08698 0
-3.23131 6.52854 -1.12545 -3.14477 0
-3.4467 6.97977 -1.12545 -3.20109 0
-3.66208 7.431 -1.12545 -3.25579 0
-3.87747 7.88223 -1.12545 -3.30876 0
-4.09285 8.33346 -1.12545 -3.3599 0
-4.30823 8.78469 -1.12545 -3.40913 0
-4.52362 9.23593 -1.12545 -3.45641 0
-4.739 9.68716 -1.12545 -3.50171 0
-4.95439 10.1384 -1.12545 -3.54501 0
-5.16977 10.5896 -1.12545 -3.58631 0
-5.38515 11.0409 -1.12545 -3.62565 0
-5.60054 11.4921 -1.12545 -3.66304 0
-5.81592 11.9433 -1.12545 -3.69854 0
-6.03131 12.3945 -1.12545 -3.73219 0
-6.24669 12.8458 -1.12545 -3.76404 0
-6.46207 13.297 -1.12545 -3.79417 0
-6.67746 13.7482 -1.12545 -3.82264 0
-6.89284 14.1995 -1.12545 -3.84951 0
