88.6 145.8 1.57079 1.57079 1
88.6 146.3 1.57079 1.57079 1
88.6 146.8 1.57079 1.57079 1
88.6 147.3 1.57079 1.57079 1
88.6 147.8 1.57079 1.57079 1
88.6 148.3 1.57079 1.57079 1
88.6 148.8 1.57079 1.57079 1
88.6 149.3 1.57079 1.57079 1
88.6 149.8 1.57079 1.57079 1
88.6 149.3 1.42969 1.57079 0
88.5297 148.805 1.28859 1.58486 0
88.3904 148.325 1.14748 1.61405 0
88.1851 147.869 1.00638 1.65904 0
87.9176 147.446 1.08269 1.71977 0
87.6831 147.005 1.15899 1.77925 0
87.483 146.547 1.2353 1.83738 0
87.3184 146.074 1.31161 1.89401 0
87.1902 145.591 1.21412 1.94902 0
87.0156 145.123 1.11663 2.01607 0
86.7963 144.673 1.01915 2.09436 0
86.5342 144.248 0.921662 2.18233 0
86.8237 144.655 0.984632 2.18233 1
87.087 145.08 1.0476 2.08921 1
87.3231 145.521 1.11057 2.00289 1
87.5309 145.975 1.17354 1.92504 1
87.7315 146.433 1.1275 1.85676 1
87.5314 145.975 1.19047 1.79013 0
87.3605 145.505 1.25345 1.84657 0
87.2196 145.026 1.31642 1.90246 0
87.1091 144.538 1.37939 1.95777 0
87.0295 144.045 1.44236 2.01244 0
86.9811 143.547 1.50533 2.06641 0
86.9641 143.047 1.5683 2.11962 0
86.9786 142.548 1.63127 2.172 0
87.0245 142.05 1.69424 2.22348 0
87.1016 141.556 1.75721 2.27396 0
87.2097 141.068 1.82018 2.32337 0
87.3483 140.588 1.88315 2.37159 0
87.5168 140.117 1.94612 2.41852 0
87.7146 139.658 2.00909 2.46402 0
87.9409 139.212 2.07206 2.50796 0
88.1948 138.781 2.13503 2.55018 0
88.4753 138.368 2.198 2.59051 0
88.7813 137.972 2.26097 2.62876 0
89.1116 137.597 2.32395 2.66472 0
89.4648 137.243 2.38692 2.69814 0
89.8396 136.912 2.44989 2.72876 0
90.2345 136.606 2.51286 2.75629 0
90.6478 136.325 2.57583 2.7804 0
91.0781 136.07 2.6388 2.80071 0
91.5235 135.843 2.70177 2.81683 0
91.9821 135.644 2.7528 2.82831 0
92.4448 135.455 2.7528 2.83585 0
92.9075 135.265 2.7528 2.84415 0
93.3701 135.075 2.7528 2.85327 0
93.8328 134.886 2.7528 2.8633 0
94.2955 134.696 2.7528 2.87433 0
94.7582 134.507 2.7528 2.88645 0
95.2209 134.317 2.7528 2.89978 0
95.6836 134.128 2.7528 2.91442 0
96.1462 133.938 2.7528 2.93051 0
96.6089 133.749 2.7528 2.94819 0
97.0718 133.56 2.76389 2.9676 0
97.5421 133.39 2.82686 2.98783 0
98.0221 133.25 2.88983 3.00386 0
98.5099 133.141 2.95281 3.01524 0
99.0036 133.063 3.01578 3.02148 0
99.5013 133.016 3.07875 3.02205 0
100 133 3.14159 3.01638 0
